"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-18","10.51",,"0.00","0.0","0.0","64","71","56","  330","  320","18.1","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-19","14.32",,"0.14","0.0","0.0","62","69","56","  180","  170","31.1","42.9","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-20","12.08",,"0.00","0.0","0.0","69","86","61","  320","  320","29.1","36.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-21","20.58",,"0.00","0.0","0.0","68","73","58","  310","  310","31.1","38.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-22","10.29",,"0.00","0.0","0.0","65","74","55","  360","   10","19.9","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-23","10.51",,"0.41","0.0","0.0","62","69","55","  250","  250","19.9","25.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-24","18.34",,"0.00","0.0","0.0","69","75","62","  300","  300","32.0","42.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-25","12.30",,"0.00","0.0","0.0","62","66","53","  170","  180","23.0","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-26","10.07",,"0.15","0.0","0.0","68","85","59","  360","  230","23.0","28.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-27","10.29",,"0.00","0.0","0.0","73","81","64","  340","  300","21.0","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-28","11.41",,"0.12","0.0","0.0","65","71","62","  180","  170","23.9","30.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-29","8.95",,"0.43","0.0","0.0","64","71","56","  100","   90","18.1","23.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-30","6.26",,"1.23","0.0","0.0","59","64","56","  130","  120","14.1","19.0","    1","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-05-31","10.07",,"0.00","0.0","0.0","69","80","61","  190","  190","19.9","23.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-01","6.93",,"0.00","0.0","0.0","68","78","61","  120","  110","15.0","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-02","8.50",,"0.25","0.0","0.0","68","79","62","  220","  220","35.1","42.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-03","12.97",,"0.00","0.0","0.0","67","72","57","  270","  290","25.1","33.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-04","12.75",,"0.00","0.0","0.0","62","70","55","  230","  180","23.0","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-05","12.30",,"0.16","0.0","0.0","67","75","62","  210","  200","23.9","30.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-06","8.50",,"0.46","0.0","0.0","73","84","64","  330","  290","17.0","23.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-07","6.04",,"0.00","0.0","0.0","71","77","61","  360","   10","13.0","15.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-08","10.29",,"0.00","0.0","0.0","68","78","60","  110","  110","23.0","28.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-09","11.18",,"0.00","0.0","0.0","65","74","57","  100","   90","19.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-10","11.63",,"0.46","0.0","0.0","63","70","56","  100","  100","23.0","30.0","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-11","16.33",,"0.20","0.0","0.0","70","79","65","  330","  330","28.0","35.1","    1","    1",,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-12","9.84",,"0.00","0.0","0.0","67","73","57","  140","  150","21.0","25.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-13","10.51",,"0.64","0.0","0.0","62","66","57","   20","   40","25.9","32.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-14","15.21",,"0.00","0.0","0.0","65","75","59","  260","  290","25.1","33.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-15","14.32",,"0.00","0.0","0.0","68","75","55","  190","  190","29.1","35.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-16","10.51",,"0.12","0.0","0.0","69","76","65","  230","  230","17.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-17","5.59",,"0.00","0.0","0.0","71","76","67","   20","   30","14.1","18.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-18","5.37",,"1.38","0.0","0.0","69","76","66","  140","  130","15.0","18.1","    1","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-19","7.83",,"0.03","0.0","0.0","67","69","65","  100","  100","14.1","16.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-20","7.61",,"0.75","0.0","0.0","69","76","66","  200","  200","23.9","29.1","    1","    1","    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-21","14.32",,"0.58","0.0","0.0","72","80","66","  320","  310","29.1","38.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-22","14.99",,"0.00","0.0","0.0","73","82","63","  310","  300","23.9","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-23","12.30",,"0.00","0.0","0.0","74","85","64","  200","  330","21.0","36.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-24","9.62",,"0.00","0.0","0.0","75","83","63","  190","  190","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-25","6.49",,"0.21","0.0","0.0","73","81","69","  220","  220","13.0","16.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-26","10.29",,"0.00","0.0","0.0","76","86","69","  190","  190","18.1","23.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-27","6.49",,"0.00","0.0","0.0","78","91","69","  240","  220","17.0","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-28","5.82",,"0.00","0.0","0.0","79","88","69","  190","  190","15.0","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-29","10.51",,"0.03","0.0","0.0","78","89","71","  260","  260","23.0","30.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-06-30","16.11",,"0.06","0.0","0.0","78","87","69","  320","  320","36.9","46.1",,,,,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-01","10.29",,"0.00","0.0","0.0","75","86","65","  190","  190","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-02","8.05",,"0.03","0.0","0.0","78","89","67","  230","  230","17.0","21.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-03","5.59",,"0.06","0.0","0.0","79","86","72","  190","  190","14.1","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-04","6.04",,"0.00","0.0","0.0","78","87","70","  150","  150","14.1","17.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-05","7.16",,"0.00","0.0","0.0","76","83","72","  140","  150","14.1","18.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-06","9.40",,"0.00","0.0","0.0","79","87","75","  200","  200","25.9","33.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-07","9.62",,"0.00","0.0","0.0","78","85","70","  120","  130","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-08","5.82",,"0.01","0.0","0.0","72","78","68","  240","  220","10.1","13.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-09","9.62",,"0.00","0.0","0.0","76","89","68","  200","  200","19.9","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-10","10.29",,"0.00","0.0","0.0","78","88","70","  180","  190","19.9","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-11","10.74",,"0.72","0.0","0.0","77","83","71","  160","  160","21.0","25.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-12","12.08",,"0.00","0.0","0.0","79","90","73","  320","  310","21.9","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-13","10.96",,"0.00","0.0","0.0","78","85","71","  180","  240","21.0","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-14","12.08",,"0.00","0.0","0.0","81","93","73","  280","  260","23.0","36.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-15","10.96",,"0.00","0.0","0.0","78","86","69","  190","  190","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-16","10.74",,"0.00","0.0","0.0","78","87","70","  190","  180","23.9","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-17","11.18",,"0.79","0.0","0.0","80","90","73","  340","  340","36.9","42.9","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-18","7.38",,"0.09","0.0","0.0","78","86","71","  200","  190","16.1","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-19","8.50",,"0.00","0.0","0.0","76","84","71","  190","  190","19.9","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-20","11.41",,"0.00","0.0","0.0","86","99","78","  230","  230","21.0","25.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-21","11.63",,"0.03","0.0","0.0","89","99","80","  260","  260","21.9","28.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-22","9.40",,"1.59","0.0","0.0","84","87","73","  350","  360","25.1","30.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-23","8.50",,"2.07","0.0","0.0","73","76","67","  330","  330","21.0","23.9","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-24","7.38",,"0.00","0.0","0.0","73","84","65","   40","   20","15.0","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-25","7.83",,"0.00","0.0","0.0","76","85","67","  190","  350","14.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-26","6.71",,"0.00","0.0","0.0","77","85","67","  200","  200","13.0","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-27","9.40",,"0.00","0.0","0.0","76","82","70","  180","  170","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-28","12.30",,"0.00","0.0","0.0","78","87","71","  290","  300","19.9","23.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-29","10.07",,"0.00","0.0","0.0","81","89","72","  180","  180","21.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-30","11.41",,"0.00","0.0","0.0","81","87","75","  180","  180","23.9","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-07-31","7.16",,"0.00","0.0","0.0","78","86","72","  210",,"17.0",,,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-01","6.93",,"0.00","0.0","0.0","78","89","71","  200","   10","13.0","16.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-02","7.61",,"0.00","0.0","0.0","77","82","72","  180","  170","15.0","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-03","9.62",,"0.01","0.0","0.0","77","84","70","  350","  350","28.0","35.1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-04","6.49",,"0.00","0.0","0.0","79","89","70","  250","  250","16.1","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-05","7.61",,"0.00","0.0","0.0","76","82","70","   40","   30","14.1","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-06","7.38",,"0.00","0.0","0.0","74","79","71","  100","   90","13.0","15.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-07","11.41",,"1.00","0.0","0.0","76","84","70","  260","  260","28.0","33.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-08","10.51",,"0.00","0.0","0.0","75","86","69","  310","  310","32.0","44.1",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-09","9.84",,"0.04","0.0","0.0","76","85","70","  180","  180","17.0","21.0",,,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-10","12.53",,"0.00","0.0","0.0","76","83","66","  270","  270","23.9","30.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-11","9.17",,"0.00","0.0","0.0","73","82","64","  230","  230","21.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-12","12.08",,"0.00","0.0","0.0","76","85","67","  180","  190","21.9","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-13","7.61",,"0.07","0.0","0.0","75","77","73","  330","  110","16.1","21.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-14","5.37",,"0.26","0.0","0.0","74","80","70","  140","   60","13.0","16.1","    1",,"    1",,,,"    1",
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-15","8.50",,"0.00","0.0","0.0","73","80","68","  150","  150","16.1","19.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-16","7.83",,"0.00","0.0","0.0","72","79","67","  110","  170","12.1","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-17","6.04",,"0.00","0.0","0.0","77","84","73","  130","  170","12.1","14.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-18","8.05",,"0.00","0.0","0.0","78","87","73","  170","  170","21.0","25.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-19","8.72",,"0.15","0.0","0.0","78","86","72","  190","  190","29.1","36.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-20","7.61",,"0.00","0.0","0.0","79","86","74","   30","   30","15.0","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-21","9.84",,"0.37","0.0","0.0","78","88","74","  270","  280","31.1","38.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-22","10.51",,"0.79","0.0","0.0","80","89","69","  200","  330","17.0","45.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-23","9.17",,"0.02","0.0","0.0","72","75","66","  350","  340","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-24","8.72",,"0.00","0.0","0.0","70","78","63","  360","  350","17.0","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-25","13.42",,"0.00","0.0","0.0","69","77","62","   50","   50","23.0","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-26","9.17",,"0.00","0.0","0.0","67","73","60","  120","  120","16.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-27","6.93",,"0.00","0.0","0.0","66","72","60","  150","  150","13.0","16.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-28","6.71",,"0.45","0.0","0.0","69","83","65","  340","  330","14.1","19.0","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-29","10.96",,"0.00","0.0","0.0","74","83","67","  270","  270","21.9","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-30","10.74",,"0.00","0.0","0.0","74","85","64","  220","  240","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-08-31","7.61",,"0.00","0.0","0.0","75","82","66","  360","  360","17.0","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-01","10.51",,"0.00","0.0","0.0","70","76","62","  110","  130","17.0","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-02","9.84",,"0.64","0.0","0.0","71","77","68","  190","  180","21.9","27.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-03","7.83",,"0.00","0.0","0.0","74","81","67","   20","   20","17.0","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-04","10.51",,"0.16","0.0","0.0","73","81","67","  220","  220","23.9","29.1","    1",,"    1",,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-05","7.83",,"0.00","0.0","0.0","71","74","64","   10","  360","16.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-06","14.54",,"0.25","0.0","0.0","64","67","59","   30","   40","25.1","32.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-07","12.53",,"0.04","0.0","0.0","65","76","57","  350","  360","23.9","31.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-08","7.38",,"0.00","0.0","0.0","69","77","63","  240","  230","16.1","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-09","8.05",,"0.00","0.0","0.0","70","77","64","  110","  120","15.0","19.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-10","8.95",,"0.00","0.0","0.0","70","76","65","  180","  170","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-11","11.18",,"0.00","0.0","0.0","73","84","68","  230","  230","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-12","10.29",,"0.01","0.0","0.0","76","82","62","   30","   50","19.9","23.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-13","12.30",,"0.00","0.0","0.0","64","71","57","  120","  120","21.9","28.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-14","11.86",,"0.00","0.0","0.0","68","76","63","  180","  180","21.9","27.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-15","7.16",,"0.00","0.0","0.0","74","81","69","  210","  200","15.0","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-16","5.14",,"0.00","0.0","0.0","72","78","65","  180","  270","10.1","13.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-17","8.95",,"0.00","0.0","0.0","69","77","59","   20","  360","21.0","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-18","9.62",,"0.00","0.0","0.0","63","71","55","   60","   50","18.1","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-19","6.93",,"0.00","0.0","0.0","58","68","49","  200","  190","14.1","17.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-20","10.07",,"0.00","0.0","0.0","65","78","55","  250","  290","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-21","6.93",,"0.00","0.0","0.0","70","80","59","  190","  210","12.1","14.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-22","9.62",,"0.00","0.0","0.0","70","79","64","  200","  200","19.9","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-23","12.30",,"0.00","0.0","0.0","74","82","69","  190","  290","18.1","25.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-24","13.65",,"0.00","0.0","0.0","74","78","63","  330","  330","23.9","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-25","9.40",,"0.00","0.0","0.0","68","76","57","  190","  190","18.1","21.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-26","11.86",,"0.00","0.0","0.0","69","78","61","  320","  310","28.0","34.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-27","8.28",,"0.00","0.0","0.0","66","74","56","  180","  180","16.1","18.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-28","13.42",,"0.00","0.0","0.0","69","77","63","  180","  180","25.1","31.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-29","9.62",,"0.00","0.0","0.0","74","81","65","  360","   10","23.0","29.1",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-09-30","10.29",,"0.00","0.0","0.0","66","71","62","  140","  130","16.1","19.9",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-01","12.53",,"0.00","0.0","0.0","68","78","62","  240","  240","19.9","23.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-02","13.65",,"0.35","0.0","0.0","77","95","64","  280","  270","23.0","30.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-03","12.08",,"0.32","0.0","0.0","60","64","53","   40","   40","23.0","27.1","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-04","16.78",,"0.00","0.0","0.0","62","68","50","  320","  330","35.1","40.0","    1",,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-05","8.50",,"0.00","0.0","0.0","52","59","45","   30","   20","16.1","21.0",,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","2019-10-06","15.88",,"0.00","0.0","0.0","63","69","58","  180","  190","23.0","30.0",,,,,,,,
